State,State_Abb,Year,sodomy_illega,marriage_ban,marriage_equality,civil_union,employment_discrim_so,hate_crime_so,joint_adoption,adoption_religious_freedom,conversion_therapy_ban,housing_discrim_so,state_ban_local_nondiscrimimation,state_couple_laws
Minnesota,MN,1999,1,0,0,0,1,1,0,0,0,1,0,-1
Minnesota,MN,2000,1,0,0,0,1,1,0,0,0,1,0,-1
Minnesota,MN,2001,0,0,0,0,1,1,0,0,0,1,0,0
Minnesota,MN,2002,0,0,0,0,1,1,0,0,0,1,0,0
Minnesota,MN,2003,0,0,0,0,1,1,0,0,0,1,0,0
Minnesota,MN,2004,0,0,0,0,1,1,0,0,0,1,0,0
Minnesota,MN,2005,0,0,0,0,1,1,0,0,0,1,0,0
Minnesota,MN,2006,0,0,0,0,1,1,0,0,0,1,0,0
Minnesota,MN,2007,0,0,0,0,1,1,0,0,0,1,0,0
Minnesota,MN,2008,0,0,0,0,1,1,1,0,0,1,0,1
Minnesota,MN,2009,0,0,0,0,1,1,1,0,0,1,0,1
Minnesota,MN,2010,0,0,0,0,1,1,1,0,0,1,0,1
Minnesota,MN,2011,0,0,0,0,1,1,1,0,0,1,0,1
Minnesota,MN,2012,0,0,0,0,1,1,1,0,0,1,0,1
Minnesota,MN,2013,0,0,1,0,1,1,1,0,0,1,0,2
Minnesota,MN,2014,0,0,1,0,1,1,1,0,0,1,0,2
Minnesota,MN,2015,0,0,1,0,1,1,1,0,0,1,0,2
Minnesota,MN,2016,0,0,1,0,1,1,1,0,0,1,0,2
Minnesota,MN,2017,0,0,1,0,1,1,1,0,0,1,0,2
Minnesota,MN,2018,0,0,1,0,1,1,1,0,0,1,0,2
Minnesota,MN,2019,0,0,1,0,1,1,1,0,0,1,0,2
Minnesota,MN,2020,0,0,1,0,1,1,1,0,0,1,0,2
Mississippi,MS,1991,0,0,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,1992,,0,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,1993,,0,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,1994,,0,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,1995,,0,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,1996,,0,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,1997,,0,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,1998,,0,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,1999,,0,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,2000,,0,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,2001,,0,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,2002,,0,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,2003,,0,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,2004,,1,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,2005,,1,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,2006,,1,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,2007,,1,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,2008,,1,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,2009,,1,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,2010,,1,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,2011,,1,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,2012,,1,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,2013,,1,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,2014,,1,0,0,0,0,0,0,0,0,0,0
Mississippi,MS,2015,,0,1,0,0,0,0,0,0,0,0,1
Mississippi,MS,2016,,0,1,0,0,0,0,1,0,0,0,1
Mississippi,MS,2017,,0,1,0,0,0,0,1,0,0,0,1
Mississippi,MS,2018,,0,1,0,0,0,0,1,0,0,0,1
Mississippi,MS,2019,,0,1,0,0,0,0,1,0,0,0,1
Mississippi,MS,2020,,0,1,0,1,0,0,1,0,0,0,1
Missouri,MO,1991,1,0,0,0,0,0,0,0,0,0,0,-1
Missouri,MO,1992,1,0,0,0,0,0,0,0,0,0,0,-1
Missouri,MO,1993,1,0,0,0,0,0,0,0,0,0,0,-1
Missouri,MO,1994,1,0,0,0,0,0,0,0,0,0,0,-1
Missouri,MO,1995,1,0,0,0,0,0,0,0,0,0,0,-1
Missouri,MO,1996,1,0,0,0,0,0,0,0,0,0,0,-1
Missouri,MO,1997,1,0,0,0,0,0,0,0,0,0,0,-1
Missouri,MO,1998,1,0,0,0,0,0,0,0,0,0,0,-1
Missouri,MO,1999,1,0,0,0,0,1,0,0,0,0,0,-1
Missouri,MO,2000,1,0,0,0,0,1,0,0,0,0,0,-1
Missouri,MO,2001,1,0,0,0,0,1,0,0,0,0,0,-1
Missouri,MO,2002,1,0,0,0,0,1,0,0,0,0,0,-1
Missouri,MO,2003,,0,0,0,0,1,0,0,0,0,0,0
Missouri,MO,2004,,1,0,0,0,1,0,0,0,0,0,0
Missouri,MO,2005,,1,0,0,0,1,0,0,0,0,0,0
Missouri,MO,2006,,1,0,0,0,1,1,0,0,0,0,1
Missouri,MO,2007,,1,0,0,0,1,1,0,0,0,0,1
Missouri,MO,2008,,1,0,0,0,1,1,0,0,0,0,1
Missouri,MO,2009,,1,0,0,0,1,1,0,0,0,0,1
Missouri,MO,2010,,1,0,0,0,1,1,0,0,0,0,1
Missouri,MO,2011,,1,0,0,0,1,1,0,0,0,0,1
Missouri,MO,2012,,1,0,0,0,1,1,0,0,0,0,1
Missouri,MO,2013,,1,0,0,0,1,1,0,0,0,0,1
Missouri,MO,2014,,1,0,0,0,1,1,0,0,0,0,1
Missouri,MO,2015,,0,1,0,0,1,1,0,0,0,0,2
Missouri,MO,2016,,0,1,0,0,1,1,0,0,0,0,2
Missouri,MO,2017,,0,1,0,0,1,1,0,0,0,0,2
Missouri,MO,2018,,0,1,0,0,1,1,0,0,0,0,2
Missouri,MO,2019,,0,1,0,0,1,1,0,0,0,0,2
Missouri,MO,2020,,0,1,0,1,1,1,0,0,0,0,2
Montana,MT,1991,1,0,0,0,0,0,0,0,0,0,0,-1
Montana,MT,1992,1,0,0,0,0,0,0,0,0,0,0,-1
Montana,MT,1993,1,0,0,0,0,0,0,0,0,0,0,-1
Montana,MT,1994,1,0,0,0,0,0,0,0,0,0,0,-1
Montana,MT,1995,1,0,0,0,0,0,0,0,0,0,0,-1
Montana,MT,1996,1,0,0,0,0,0,0,0,0,0,0,-1
Montana,MT,1997,,0,0,0,0,0,0,0,0,0,0,0
Montana,MT,1998,,0,0,0,0,0,0,0,0,0,0,0
Montana,MT,1999,,0,0,0,0,0,0,0,0,0,0,0
Montana,MT,2000,,0,0,0,0,0,0,0,0,0,0,0
Montana,MT,2001,,0,0,0,0,0,0,0,0,0,0,0
Montana,MT,2002,,0,0,0,0,0,0,0,0,0,0,0
Montana,MT,2003,,0,0,0,0,0,0,0,0,0,0,0
Montana,MT,2004,,1,0,0,0,0,0,0,0,0,0,0
Montana,MT,2005,,1,0,0,0,0,0,0,0,0,0,0
Montana,MT,2006,,1,0,0,0,0,0,0,0,0,0,0
Montana,MT,2007,,1,0,0,0,0,0,0,0,0,0,0
Montana,MT,2008,,1,0,0,0,0,0,0,0,0,0,0
Montana,MT,2009,,1,0,0,0,0,0,0,0,0,0,0
Montana,MT,2010,,1,0,0,0,0,1,0,0,0,0,1
Montana,MT,2011,,1,0,0,0,0,1,0,0,0,0,1
Montana,MT,2012,,1,0,0,0,0,1,0,0,0,0,1
Montana,MT,2013,,1,0,0,0,0,1,0,0,0,0,1
Montana,MT,2014,,1,1,0,0,0,1,0,0,0,0,2
Montana,MT,2015,,0,1,0,0,0,1,0,0,0,0,2
Montana,MT,2016,,0,1,0,0,0,1,0,0,0,0,2
Montana,MT,2017,,0,1,0,0,0,1,0,0,0,0,2
Montana,MT,2018,,0,1,0,0,0,1,0,0,0,0,2
Montana,MT,2019,,0,1,0,0,0,1,0,0,0,0,2
Montana,MT,2020,,0,1,0,1,0,1,0,0,0,0,2
Nebraska,NE,1991,,0,0,0,0,0,0,0,0,0,0,0
Nebraska,NE,1992,,0,0,0,0,0,0,0,0,0,0,0
Nebraska,NE,1993,,0,0,0,0,0,0,0,0,0,0,0
Nebraska,NE,1994,,0,0,0,0,0,0,0,0,0,0,0
Nebraska,NE,1995,,0,0,0,0,0,0,0,0,0,0,0
Nebraska,NE,1996,,0,0,0,0,0,0,0,0,0,0,0
Nebraska,NE,1997,,0,0,0,0,0,0,0,0,0,0,0
Nebraska,NE,1998,,0,0,0,0,0,0,0,0,0,0,0
Nebraska,NE,1999,,0,0,0,0,0,0,0,0,0,0,0
Nebraska,NE,2000,,1,0,0,0,0,0,0,0,0,0,0
Nebraska,NE,2001,,1,0,0,0,0,0,0,0,0,0,0
Nebraska,NE,2002,,1,0,0,0,1,0,0,0,0,0,0
Nebraska,NE,2003,,1,0,0,0,1,0,0,0,0,0,0
Nebraska,NE,2004,,1,0,0,0,1,0,0,0,0,0,0
Nebraska,NE,2005,,1,0,0,0,1,0,0,0,0,0,0
Nebraska,NE,2006,,1,0,0,0,1,0,0,0,0,0,0
Nebraska,NE,2007,,1,0,0,0,1,0,0,0,0,0,0
Nebraska,NE,2008,,1,0,0,0,1,0,0,0,0,0,0
Nebraska,NE,2009,,1,0,0,0,1,0,0,0,0,0,0
Nebraska,NE,2010,,1,0,0,0,1,0,0,0,0,0,0
Nebraska,NE,2011,,1,0,0,0,1,0,0,0,0,0,0
Nebraska,NE,2012,,1,0,0,0,1,0,0,0,0,0,0
Nebraska,NE,2013,,1,0,0,0,1,0,0,0,0,0,0
Nebraska,NE,2014,,1,0,0,0,1,0,0,0,0,0,0
Nebraska,NE,2015,,0,1,0,0,1,0,0,0,0,0,1
Nebraska,NE,2016,,0,1,0,0,1,0,0,0,0,0,1
Nebraska,NE,2017,,0,1,0,0,1,0,0,0,0,0,1
Nebraska,NE,2018,,0,1,0,0,1,0,0,0,0,0,1
Nebraska,NE,2019,,0,1,0,0,1,0,0,0,0,0,1
Nebraska,NE,2020,,0,1,0,1,1,0,0,0,1,0,1
Nevada,NV,1991,1,0,0,0,0,0,0,0,0,0,0,-1
Nevada,NV,1992,1,0,0,0,0,0,0,0,0,0,0,-1
Nevada,NV,1993,,0,0,0,0,0,0,0,0,0,0,0
Nevada,NV,1994,,0,0,0,0,0,0,0,0,0,0,0
Nevada,NV,1995,,0,0,0,0,0,0,0,0,0,0,0
Nevada,NV,1996,,0,0,0,0,0,0,0,0,0,0,0
Nevada,NV,1997,,0,0,0,0,0,0,0,0,0,0,0
Nevada,NV,1998,,0,0,0,0,0,0,0,0,0,0,0
Nevada,NV,1999,,0,0,0,1,0,0,0,0,0,0,0
Nevada,NV,2000,,1,0,0,1,0,0,0,0,0,0,0
Nevada,NV,2001,,1,0,0,1,1,0,0,0,0,0,0
Nevada,NV,2002,,1,0,0,1,1,1,0,0,0,0,1
Nevada,NV,2003,,1,0,0,1,1,1,0,0,0,0,1
Nevada,NV,2004,,1,0,0,1,1,1,0,0,0,0,1
Nevada,NV,2005,,1,0,0,1,1,1,0,0,0,0,1
Nevada,NV,2006,,1,0,0,1,1,1,0,0,0,0,1
Nevada,NV,2007,,1,0,0,1,1,1,0,0,0,0,1
Nevada,NV,2008,,1,0,0,1,1,1,0,0,0,0,1
Nevada,NV,2009,,1,0,1,1,1,1,0,0,0,0,2
Nevada,NV,2010,,1,0,1,1,1,1,0,0,0,0,2
Nevada,NV,2011,,1,0,1,1,1,1,0,0,1,0,2
Nevada,NV,2012,,1,0,1,1,1,1,0,0,1,0,2
Nevada,NV,2013,,1,0,1,1,1,1,0,0,1,0,2
Nevada,NV,2014,,0,1,1,1,1,1,0,0,1,0,3
Nevada,NV,2015,,0,1,1,1,1,1,0,0,1,0,3
Nevada,NV,2016,,0,1,1,1,1,1,0,0,1,0,3
Nevada,NV,2017,,0,1,1,1,1,1,0,1,1,0,3
Nevada,NV,2018,,0,1,1,1,1,1,0,1,1,0,3
Nevada,NV,2019,,0,1,1,1,1,1,0,1,1,0,3
Nevada,NV,2020,,0,1,1,1,1,1,0,1,1,0,3
New Hampshire,NH,1991,,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,NH,1992,,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,NH,1993,,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,NH,1994,,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,NH,1995,,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,NH,1996,,0,0,0,0,0,0,0,0,0,0,0
New Hampshire,NH,1997,,0,0,0,0,0,0,0,0,1,0,0
New Hampshire,NH,1998,,0,0,0,1,0,0,0,0,1,0,0
New Hampshire,NH,1999,,0,0,0,1,0,0,0,0,1,0,0
New Hampshire,NH,2000,,0,0,0,1,0,0,0,0,1,0,0
New Hampshire,NH,2001,,0,0,0,1,0,0,0,0,1,0,0
New Hampshire,NH,2002,,0,0,0,1,1,0,0,0,1,0,0
New Hampshire,NH,2003,,0,0,0,1,1,0,0,0,1,0,0
New Hampshire,NH,2004,,0,0,0,1,1,0,0,0,1,0,0
New Hampshire,NH,2005,,0,0,0,1,1,0,0,0,1,0,0
New Hampshire,NH,2006,,0,0,0,1,1,0,0,0,1,0,0
New Hampshire,NH,2007,,0,0,0,1,1,0,0,0,1,0,0
New Hampshire,NH,2008,,0,0,0,1,1,0,0,0,1,0,0
New Hampshire,NH,2009,,0,0,0,1,1,0,0,0,1,0,0
New Hampshire,NH,2010,,0,1,0,1,1,0,0,0,1,0,1
New Hampshire,NH,2011,,0,1,0,1,1,0,0,0,1,0,1
New Hampshire,NH,2012,,0,1,0,1,1,0,0,0,1,0,1
New Hampshire,NH,2013,,0,1,0,1,1,0,0,0,1,0,1
New Hampshire,NH,2014,,0,1,0,1,1,0,0,0,1,0,1
New Hampshire,NH,2015,,0,1,0,1,1,0,0,0,1,0,1
New Hampshire,NH,2016,,0,1,0,1,1,0,0,0,1,0,1
New Hampshire,NH,2017,,0,1,0,1,1,1,0,0,1,0,2
New Hampshire,NH,2018,,0,1,0,1,1,1,0,1,1,0,2
New Hampshire,NH,2019,,0,1,0,1,1,1,0,1,1,0,2
New Hampshire,NH,2020,,0,1,0,1,1,1,0,1,1,0,2
New Jersey,NJ,1991,,0,0,0,0,0,0,0,0,0,0,0
New Jersey,NJ,1992,,0,0,0,1,0,0,0,0,1,0,0
New Jersey,NJ,1993,,0,0,0,1,0,0,0,0,1,0,0
New Jersey,NJ,1994,,0,0,0,1,0,0,0,0,1,0,0
New Jersey,NJ,1995,,0,0,0,1,0,0,0,0,1,0,0
New Jersey,NJ,1996,,0,0,0,1,0,0,0,0,1,0,0
New Jersey,NJ,1997,,0,0,0,1,0,0,0,0,1,0,0
New Jersey,NJ,1998,,0,0,0,1,0,0,0,0,1,0,0
New Jersey,NJ,1999,,0,0,0,1,0,0,0,0,1,0,0
New Jersey,NJ,2000,,0,0,0,1,0,0,0,0,1,0,0
New Jersey,NJ,2001,,0,0,0,1,0,0,0,0,1,0,0
New Jersey,NJ,2002,,0,0,0,1,1,0,0,0,1,0,0
New Jersey,NJ,2003,,0,0,0,1,1,0,0,0,1,0,0
New Jersey,NJ,2004,,0,0,0,1,1,0,0,0,1,0,0
New Jersey,NJ,2005,,0,0,0,1,1,0,0,0,1,0,0
New Jersey,NJ,2006,,0,0,0,1,1,0,0,0,1,0,0
New Jersey,NJ,2007,,0,0,1,1,1,0,0,0,1,0,1
New Jersey,NJ,2008,,0,0,1,1,1,0,0,0,1,0,1
New Jersey,NJ,2009,,0,0,1,1,1,0,0,0,1,0,1
New Jersey,NJ,2010,,0,0,1,1,1,0,0,0,1,0,1
New Jersey,NJ,2011,,0,0,1,1,1,1,0,0,1,0,2
New Jersey,NJ,2012,,0,0,1,1,1,1,0,0,1,0,2
New Jersey,NJ,2013,,0,1,1,1,1,1,0,1,1,0,3
New Jersey,NJ,2014,,0,1,1,1,1,1,0,1,1,0,3
New Jersey,NJ,2015,,0,1,1,1,1,1,0,1,1,0,3
New Jersey,NJ,2016,,0,1,1,1,1,1,0,1,1,0,3
New Jersey,NJ,2017,,0,1,1,1,1,1,0,1,1,0,3
New Jersey,NJ,2018,,0,1,1,1,1,1,0,1,1,0,3
New Jersey,NJ,2019,,0,1,1,1,1,1,0,1,1,0,3
New Jersey,NJ,2020,,0,1,1,1,1,1,0,1,1,0,3
New Mexico,NM,1991,,0,0,0,0,0,0,0,0,0,0,0
New Mexico,NM,1992,,0,0,0,0,0,0,0,0,0,0,0
New Mexico,NM,1993,,0,0,0,0,0,0,0,0,0,0,0
New Mexico,NM,1994,,0,0,0,0,0,0,0,0,0,0,0
New Mexico,NM,1995,,0,0,0,0,0,0,0,0,0,0,0
New Mexico,NM,1996,,0,0,0,0,0,0,0,0,0,0,0
New Mexico,NM,1997,,0,0,0,0,0,0,0,0,0,0,0
New Mexico,NM,1998,,0,0,0,0,0,0,0,0,0,0,0
New Mexico,NM,1999,,0,0,0,0,0,0,0,0,0,0,0
New Mexico,NM,2000,,0,0,0,0,0,0,0,0,0,0,0
New Mexico,NM,2001,,0,0,0,0,0,0,0,0,0,0,0
New Mexico,NM,2002,,0,0,0,0,0,0,0,0,0,0,0
New Mexico,NM,2003,,0,0,0,1,1,0,0,0,1,0,0
New Mexico,NM,2004,,0,0,0,1,1,0,0,0,1,0,0
New Mexico,NM,2005,,0,0,0,1,1,0,0,0,1,0,0
New Mexico,NM,2006,,0,0,0,1,1,0,0,0,1,0,0
New Mexico,NM,2007,,0,0,0,1,1,0,0,0,1,0,0
New Mexico,NM,2008,,0,0,0,1,1,0,0,0,1,0,0
New Mexico,NM,2009,,0,0,0,1,1,1,0,0,1,0,1
New Mexico,NM,2010,,0,0,0,1,1,1,0,0,1,0,1
New Mexico,NM,2011,,0,0,0,1,1,1,0,0,1,0,1
New Mexico,NM,2012,,0,0,0,1,1,1,0,0,1,0,1
New Mexico,NM,2013,,0,1,0,1,1,1,0,0,1,0,2
New Mexico,NM,2014,,0,1,0,1,1,1,0,0,1,0,2
New Mexico,NM,2015,,0,1,0,1,1,1,0,0,1,0,2
New Mexico,NM,2016,,0,1,0,1,1,1,0,0,1,0,2
New Mexico,NM,2017,,0,1,0,1,1,1,0,1,1,0,2
New Mexico,NM,2018,,0,1,0,1,1,1,0,1,1,0,2
New Mexico,NM,2019,,0,1,0,1,1,1,0,1,1,0,2
New Mexico,NM,2020,,0,1,0,1,1,1,0,1,1,0,2
New York,NY,1991,,0,0,0,0,0,0,0,0,0,0,0
New York,NY,1992,,0,0,0,0,0,0,0,0,0,0,0
New York,NY,1993,,0,0,0,0,0,0,0,0,0,0,0
New York,NY,1994,,0,0,0,0,0,0,0,0,0,0,0
New York,NY,1995,,0,0,0,0,0,0,0,0,0,0,0
New York,NY,1996,,0,0,0,0,0,0,0,0,0,0,0
New York,NY,1997,,0,0,0,0,0,0,0,0,0,0,0
New York,NY,1998,,0,0,0,0,0,0,0,0,0,0,0
New York,NY,1999,,0,0,0,0,0,0,0,0,0,0,0
New York,NY,2000,,0,0,0,0,0,0,0,0,0,0,0
New York,NY,2001,,0,0,0,0,0,0,0,0,0,0,0
New York,NY,2002,,0,0,0,1,1,0,0,0,1,0,0
New York,NY,2003,,0,0,0,1,1,0,0,0,1,0,0
New York,NY,2004,,0,0,0,1,1,0,0,0,1,0,0
New York,NY,2005,,0,0,0,1,1,0,0,0,1,0,0
New York,NY,2006,,0,0,0,1,1,0,0,0,1,0,0
New York,NY,2007,,0,0,0,1,1,0,0,0,1,0,0
New York,NY,2008,,0,0,0,1,1,1,0,0,1,0,1
New York,NY,2009,,0,0,0,1,1,1,0,0,1,0,1
New York,NY,2010,,0,0,0,1,1,1,0,0,1,0,1
New York,NY,2011,,0,1,0,1,1,1,0,0,1,0,2
New York,NY,2012,,0,1,0,1,1,1,0,0,1,0,2
New York,NY,2013,,0,1,0,1,1,1,0,0,1,0,2
New York,NY,2014,,0,1,0,1,1,1,0,0,1,0,2
New York,NY,2015,,0,1,0,1,1,1,0,0,1,0,2
New York,NY,2016,,0,1,0,1,1,1,0,0,1,0,2
New York,NY,2017,,0,1,0,1,1,1,0,0,1,0,2
New York,NY,2018,,0,1,0,1,1,1,0,0,1,0,2
New York,NY,2019,,0,1,0,1,1,1,0,1,1,0,2
New York,NY,2020,,0,1,0,1,1,1,0,1,1,0,2
North Carolina,NC,1991,1,0,0,0,0,0,0,0,0,0,0,-1
North Carolina,NC,1992,1,0,0,0,0,0,0,0,0,0,0,-1
North Carolina,NC,1993,1,0,0,0,0,0,0,0,0,0,0,-1
North Carolina,NC,1994,1,0,0,0,0,0,0,0,0,0,0,-1
North Carolina,NC,1995,1,0,0,0,0,0,0,0,0,0,0,-1
North Carolina,NC,1996,1,0,0,0,0,0,0,0,0,0,0,-1
North Carolina,NC,1997,1,0,0,0,0,0,0,0,0,0,0,-1
North Carolina,NC,1998,1,0,0,0,0,0,0,0,0,0,0,-1
North Carolina,NC,1999,1,0,0,0,0,0,0,0,0,0,0,-1
North Carolina,NC,2000,1,0,0,0,0,0,0,0,0,0,0,-1
North Carolina,NC,2001,1,0,0,0,0,0,0,0,0,0,0,-1
North Carolina,NC,2002,1,0,0,0,0,0,0,0,0,0,0,-1
North Carolina,NC,2003,,0,0,0,0,0,0,0,0,0,0,0
North Carolina,NC,2004,,0,0,0,0,0,0,0,0,0,0,0
North Carolina,NC,2005,,0,0,0,0,0,0,0,0,0,0,0
North Carolina,NC,2006,,0,0,0,0,0,0,0,0,0,0,0
North Carolina,NC,2007,,0,0,0,0,0,0,0,0,0,0,0
North Carolina,NC,2008,,0,0,0,0,0,0,0,0,0,0,0
North Carolina,NC,2009,,0,0,0,0,0,0,0,0,0,0,0
North Carolina,NC,2010,,0,0,0,0,0,0,0,0,0,0,0
North Carolina,NC,2011,,0,0,0,0,0,0,0,0,0,0,0
North Carolina,NC,2012,,1,0,0,0,0,0,0,0,0,0,0
North Carolina,NC,2013,,1,0,0,0,0,0,0,0,0,0,0
North Carolina,NC,2014,,0,1,0,0,0,0,0,0,0,0,1
North Carolina,NC,2015,,0,1,0,0,0,0,0,0,0,0,1
North Carolina,NC,2016,,0,1,0,0,0,0,0,0,0,1,1
North Carolina,NC,2017,,0,1,0,0,0,0,0,0,0,1,1
North Carolina,NC,2018,,0,1,0,0,0,0,0,0,0,1,1
North Carolina,NC,2019,,0,1,0,0,0,0,0,1,0,1,1
North Carolina,NC,2020,,0,1,0,1,0,0,0,1,0,1,1
North Dakota,ND,1991,,0,0,0,0,0,0,0,0,0,0,0
North Dakota,ND,1992,,0,0,0,0,0,0,0,0,0,0,0
North Dakota,ND,1993,,0,0,0,0,0,0,0,0,0,0,0
North Dakota,ND,1994,,0,0,0,0,0,0,0,0,0,0,0
North Dakota,ND,1995,,0,0,0,0,0,0,0,0,0,0,0
North Dakota,ND,1996,,0,0,0,0,0,0,0,0,0,0,0
North Dakota,ND,1997,,0,0,0,0,0,0,0,0,0,0,0
North Dakota,ND,1998,,0,0,0,0,0,0,0,0,0,0,0
North Dakota,ND,1999,,0,0,0,0,0,0,0,0,0,0,0
North Dakota,ND,2000,,0,0,0,0,0,0,0,0,0,0,0
North Dakota,ND,2001,,0,0,0,0,0,0,0,0,0,0,0
North Dakota,ND,2002,,0,0,0,0,0,0,0,0,0,0,0
North Dakota,ND,2003,,0,0,0,0,0,0,1,0,0,0,0
North Dakota,ND,2004,,1,0,0,0,0,0,1,0,0,0,0
North Dakota,ND,2005,,1,0,0,0,0,0,1,0,0,0,0
North Dakota,ND,2006,,1,0,0,0,0,0,1,0,0,0,0
North Dakota,ND,2007,,1,0,0,0,0,0,1,0,0,0,0
North Dakota,ND,2008,,1,0,0,0,0,0,1,0,0,0,0
North Dakota,ND,2009,,1,0,0,0,0,0,1,0,0,0,0
North Dakota,ND,2010,,1,0,0,0,0,0,1,0,0,0,0
North Dakota,ND,2011,,1,0,0,0,0,0,1,0,0,0,0
North Dakota,ND,2012,,1,0,0,0,0,0,1,0,0,0,0
North Dakota,ND,2013,,1,0,0,0,0,0,1,0,0,0,0
North Dakota,ND,2014,,1,0,0,0,0,0,1,0,0,0,0
North Dakota,ND,2015,,0,1,0,0,0,0,1,0,0,0,1
North Dakota,ND,2016,,0,1,0,0,0,0,1,0,0,0,1
North Dakota,ND,2017,,0,1,0,0,0,0,1,0,0,0,1
North Dakota,ND,2018,,0,1,0,0,0,0,1,0,0,0,1
North Dakota,ND,2019,,0,1,0,0,0,0,1,0,0,0,1
North Dakota,ND,2020,,0,1,0,1,0,0,1,0,0,0,1
Ohio,OH,1991,,0,0,0,0,0,0,0,0,0,0,0
Ohio,OH,1992,,0,0,0,0,0,0,0,0,0,0,0
Ohio,OH,1993,,0,0,0,0,0,0,0,0,0,0,0
Ohio,OH,1994,,0,0,0,0,0,0,0,0,0,0,0
Ohio,OH,1995,,0,0,0,0,0,0,0,0,0,0,0
Ohio,OH,1996,,0,0,0,0,0,0,0,0,0,0,0
Ohio,OH,1997,,0,0,0,0,0,0,0,0,0,0,0
Ohio,OH,1998,,0,0,0,0,0,0,0,0,0,0,0
Ohio,OH,1999,,0,0,0,0,0,0,0,0,0,0,0
Ohio,OH,2000,,0,0,0,0,0,0,0,0,0,0,0
Ohio,OH,2001,,0,0,0,0,0,0,0,0,0,0,0
Ohio,OH,2002,,0,0,0,0,0,0,0,0,0,0,0
Ohio,OH,2003,,0,0,0,0,0,0,0,0,0,0,0
Ohio,OH,2004,,1,0,0,0,0,0,0,0,0,0,0
Ohio,OH,2005,,1,0,0,0,0,0,0,0,0,0,0
Ohio,OH,2006,,1,0,0,0,0,0,0,0,0,0,0
Ohio,OH,2007,,1,0,0,0,0,0,0,0,0,0,0
Ohio,OH,2008,,1,0,0,0,0,0,0,0,0,0,0
Ohio,OH,2009,,1,0,0,0,0,0,0,0,0,0,0
Ohio,OH,2010,,1,0,0,0,0,0,0,0,0,0,0
Ohio,OH,2011,,1,0,0,0,0,0,0,0,0,0,0
Ohio,OH,2012,,1,0,0,0,0,0,0,0,0,0,0
Ohio,OH,2013,,1,0,0,0,0,0,0,0,0,0,0
Ohio,OH,2014,,1,0,0,0,0,0,0,0,0,0,0
Ohio,OH,2015,,0,1,0,0,0,0,0,0,0,0,1
Ohio,OH,2016,,0,1,0,0,0,0,0,0,0,0,1
Ohio,OH,2017,,0,1,0,0,0,1,0,0,0,0,2
Ohio,OH,2018,,0,1,0,0,0,1,0,0,0,0,2
Ohio,OH,2019,,0,1,0,0,0,1,0,0,0,0,2
Ohio,OH,2020,,0,1,0,1,0,1,0,0,0,0,2
Oklahoma,OK,1991,1,0,0,0,0,0,0,0,0,0,0,-1
Oklahoma,OK,1992,1,0,0,0,0,0,0,0,0,0,0,-1
Oklahoma,OK,1993,1,0,0,0,0,0,0,0,0,0,0,-1
Oklahoma,OK,1994,1,0,0,0,0,0,0,0,0,0,0,-1
Oklahoma,OK,1995,1,0,0,0,0,0,0,0,0,0,0,-1
Oklahoma,OK,1996,1,0,0,0,0,0,0,0,0,0,0,-1
Oklahoma,OK,1997,1,0,0,0,0,0,0,0,0,0,0,-1
Oklahoma,OK,1998,1,0,0,0,0,0,0,0,0,0,0,-1
Oklahoma,OK,1999,1,0,0,0,0,0,0,0,0,0,0,-1
Oklahoma,OK,2000,1,0,0,0,0,0,0,0,0,0,0,-1
Oklahoma,OK,2001,1,0,0,0,0,0,0,0,0,0,0,-1
Oklahoma,OK,2002,1,0,0,0,0,0,0,0,0,0,0,-1
Oklahoma,OK,2003,,0,0,0,0,0,0,0,0,0,0,0
Oklahoma,OK,2004,,1,0,0,0,0,0,0,0,0,0,0
Oklahoma,OK,2005,,1,0,0,0,0,0,0,0,0,0,0
Oklahoma,OK,2006,,1,0,0,0,0,0,0,0,0,0,0
